LOCATION,LAT,LON,Rpt Dist No
20000 W  VENTURA                      BL,34.1719,-118.5684,2189
1200    HAUSER                       BL,34.0533,-118.3551,755
5000    STRATFORD                    RD,34.1232,-118.2064,1125
14200    BEAVER                       ST,34.295,-118.4479,1925
4400    TOURMALINE                   ST,34.0801,-118.1937,417
18100    DELANO                       ST,34.1826,-118.5284,1034
4800    YOSEMITE                     WY,34.1351,-118.2221,1113
1500 E  107TH                        ST,33.9388,-118.2479,1836
13200    DEWEY                        ST,34.0104,-118.4543,1416
1100    AMOROSO                      PL,33.9971,-118.455,1433
4200    ELMER                        AV,34.1495,-118.3769,1565
800    LAMAR                        ST,34.062,-118.2241,441
2900 W  MARTIN LUTHER KING JR        BL,34.0109,-118.3244,393
13600    FILMORE                      ST,34.2666,-118.4287,1622
4800    LOWELL                       AV,34.2519,-118.2713,1659
2200    SHOREDALE                    AV,34.0883,-118.2352,1176
2400    VENICE                       BL,34.0454,-118.3134,2071
169TH                        ST,33.878,-118.2911,1891
19400    KESWICK                      ST,34.2106,-118.5579,1001
13200    WHEELER                      AV,34.3102,-118.4239,1907
4400 S  VERMONT                      AV,34.0017,-118.2979,1204
20600    BRYANT                       ST,34.2272,-118.5821,1791
E  CIMARRON,33.9994,-118.3108,1203
TOPANGA CANYON               PL,34.1761,-118.6055,2175
1000    OAK GROVE                    DR,34.1333,-118.1897,1107
8300    MANITOBA                     ST,33.9544,-118.4396,1483
1100 W  81ST                         PL,33.9653,-118.2941,1265
6700    COLUMBUS                     AV,34.1921,-118.464,923
EAST SIDE,34.0436,-118.2003,459
13600    VAUGHN                       ST,34.2771,-118.4287,1611
1800 W  67TH                         ST,33.9785,-118.309,1243
1700 N  NORMANDIE                    AV,34.1036,-118.3049,639
5800    BECKFORD                     AV,34.1758,-118.5515,1041
9800    BEACH                        ST,33.9474,-118.2419,1827
4800    FARQUHAR                     ST,34.0651,-118.1773,439
14000    GARBER                       ST,34.2429,-118.438,1967
4200    LOWELL                       AV,34.093,-118.1617,409
8200    VANTAGE                      AV,34.2201,-118.3977,1681
1000 W  PACIFIC COAST HIGHWAY,34.0351,-118.5347,871
MASCAGNI,33.9874,-118.4223,1455
2200 E  6TH                          ST,34.0386,-118.2162,473
5200    CALATRANA                    DR,34.1638,-118.6029,2187
21000    COHASSET                     ST,34.2065,-118.5906,2137
KINGSBURY                    ST,34.2632,-118.4992,1747
2900    MICHIGAN                     AV,34.0425,-118.2026,466
5100 S  MANHATTAN                    PL,33.9951,-118.3102,1203
800 W  133RD                        ST,33.9113,-118.2894,1851
2300 S  GENESEE                      AV,34.0378,-118.3684,782
1100 E  40TH                         PL,34.0102,-118.2565,1345
4100    HILLCREST                    DR,34.0115,-118.3488,391
2300    RAYMOND                      AV,34.0355,-118.2975,317
4900    TWINNING                     ST,34.0852,-118.1739,426
1200    DOUGLAS                      ST,34.0726,-118.2578,218
1800    PONTIUS                      AV,34.0456,-118.4434,854
2500    WILSHIRE                     BL,34.0601,-118.2805,245
10100    MELVIN                       AV,34.2537,-118.5605,1763
7500    HALLDALE                     AV,33.9718,-118.3024,1255
11500    KELSEY                       ST,34.1419,-118.3833,1583
18000    ROSCOE                       BL,34.2248,-118.5151,1795
6300    LONGRIDGE                    AV,34.1849,-118.4214,939
400 N  LARCHMONT                    BL,34.0776,-118.3237,719
300 W  VENICE                       BL,34.0358,-118.2663,192
1100 W  65TH                         ST,33.9805,-118.2937,1245
6800    COLDWATER CANYON             AV,34.1936,-118.4166,1522
2400    PACIFIC                      AV,33.9834,-118.4688,1441
11700 S  BEL AIR CREST                RD,34.1144,-118.4733,805
LA TIJERA,33.9726,-118.3771,1469
3500    SHEFFEILD                    AV,34.0865,-118.1647,429
16300    MANDALAY                     DR,34.1418,-118.4875,1097
12100    HOFFMAN                      ST,34.1456,-118.394,1583
1400    PEERLESS                     PL,34.0531,-118.4029,886
10400    ORO VISTA                    AV,34.2579,-118.3158,1656
800    PACIFIC COAST                HY,33.7941,-118.29,503
5900    BEEMAN                       AV,34.1776,-118.4073,1531
1200 N  KENTER                       AV,34.078,-118.4918,804
9800    WHITAKER                     AV,34.2493,-118.4986,1776
10800    BURNET                       AV,34.2665,-118.4617,1943
COIL                         AV,33.7912,-118.244,528
3100 E  8TH                          ST,34.0238,-118.2058,488
4900    FRANKLIN                     AV,34.1054,-118.2962,1141
1200 N  HARVARD                      BL,34.0941,-118.3036,669
13000    TERRA BELLA                  ST,34.2601,-118.4158,1643
12800 W  MUSCATINE                    ST,34.2392,-118.4129,1661
20700    BRYANT                       ST,34.227,-118.5842,1791
5200    LIVE OAK VIEW                AV,34.1418,-118.222,1105
200 W  52ND                         ST,33.9956,-118.2762,1371
NORWOOD,34.0317,-118.2769,319
2900    MIDVALE                      AV,34.0314,-118.4228,1403
10600    EL DORADO                    AV,34.2629,-118.4217,1643
6500    LONGRIDGE                    AV,34.189,-118.4209,929
2700 W  VERNON                       AV,34.0072,-118.3201,394
700 N  GOWER                        ST,34.0853,-118.3277,676
4000 W  17TH                         ST,34.0425,-118.3258,778
4400    LIMA                         ST,34.0039,-118.2466,1367
12800    PHILLIPPI                    AV,34.3045,-118.4355,1916
13900    COHASSET                     ST,34.2067,-118.4356,909
5700    KESTER                       AV,34.1742,-118.4574,941
2300    PENMAR                       AV,33.9963,-118.4522,1433
2400 N  DITMAN                       AV,34.0733,-118.1843,437
6400    SAN VICENTE                  BL,34.0615,-118.3681,742
200 W  109TH                        ST,33.9374,-118.2762,1842
7700    SAUSALITO                    AV,34.2105,-118.6157,2113
2100    PARK                         DR,34.0913,-118.2467,1174
21600    OSBORNE                      ST,34.2337,-118.6003,2104
17200    LEADWELL                     ST,34.2039,-118.5098,1017
12100    CLARKSON                     RD,34.0215,-118.4432,1401
3900    SAN RAFAEL                   AV,34.1019,-118.2264,1147
18TH                         AV,33.986,-118.4724,1431
3200    ROSEWOOD                     AV,34.0109,-118.4507,1416
10800    EL DORADO                    AV,34.2664,-118.4255,1622
2200    HIDALGO                      AV,34.0962,-118.2574,1145
8000    BELLAIRE                     AV,34.2162,-118.4132,1502
14300    BURTON                       ST,34.2206,-118.4451,1998
23000    SATICOY                      ST,34.213,-118.6458,2111
4200 E  ABNER                        ST,34.0659,-118.1939,437
1800 E  46TH                         ST,34.0016,-118.241,1367
10500    WELLWORTH                    AV,34.0617,-118.4306,834
117TH                        ST,33.9274,-118.2761,1862
12000    SYLVESTER                    ST,33.9992,-118.4233,1446
8600    HAZELTINE                    AV,34.2267,-118.4414,1987
SATURN,34.0501,-118.3692,762
5300 N  HUNTINGTON DR,34.0907,-118.1652,409
2200    LOUELLA                      AV,33.999,-118.4503,1433
4500 W  17TH                         ST,34.0434,-118.3358,776
7700    WHITE OAK                    AV,34.2147,-118.523,1005
1200 E  54TH                         ST,33.9939,-118.2543,1375
11200    EMELITA                      ST,34.1767,-118.3747,1538
12200    OHIO                         AV,34.0395,-118.4637,851
5400    FARRALONE                    AV,34.1687,-118.6102,2185
400    GRAND                        BL,33.9882,-118.469,1431
700    WOODLAWN                     AV,33.9897,-118.4568,1443
13200 S  HOOVER                       ST,33.9123,-118.2872,1851
8300    GRENOBLE                     ST,34.2606,-118.3148,1637
2700    VETERAN                      AV,34.0337,-118.427,893
19900    SESNON                       BL,34.2965,-118.5565,1701
20800 S  BRIGHTON                     AV,33.842,-118.3007,504
8100    BALBOA                       PL,34.2179,-118.5014,1008
7900    AJAY                         DR,34.2141,-118.3604,1698
2700    ALSACE                       AV,34.0316,-118.3557,312
1500 N  LAUREL                       AV,34.098,-118.3643,632
1100 E  G                            ST,33.7792,-118.2493,529
18300    KAREN                        DR,34.1526,-118.5309,1094
800 E  89TH                         ST,33.9556,-118.2608,1806
1300    LAGOON                       AV,0.0,0.0,516
200 E  105TH                        ST,33.9411,-118.2717,1832
1400    EWING                        ST,34.0863,-118.2477,1184
1000    CRESTHAVEN                   DR,34.1245,-118.1787,1128
8100    NAGLE                        AV,34.218,-118.4227,1501
700 N  VAN NESS                     AV,34.0835,-118.3157,677
9200    ORION                        AV,34.2374,-118.4719,1961
19800    FRIAR                        ST,34.186,-118.5648,2159
10300    BELLWOOD                     AV,34.0515,-118.418,847
18700    BURBANK                      BL,34.1724,-118.5407,1063
800 E  90TH                         ST,33.9583,-118.2684,1803
7100    LA PRESA                     DR,34.1081,-118.3427,625
11600    GILMORE                      ST,34.1877,-118.3837,1526
1700 S  BARRINGTON                   AV,34.041,-118.4536,852
1500    MAPLE                        AV,34.0335,-118.2619,195
200 S  SOTO                         ST,34.0445,-118.2116,464
2900 S  HARCOURT                     AV,34.0274,-118.3499,331
800    WERDIN                       PL,34.0411,-118.2545,174
700    PACIFIC COAST                HY,33.7941,-118.29,503
15100    MARTHA                       ST,34.1731,-118.4618,941
1500    CERRO GORDO                  ST,34.0914,-118.2456,1174
JORDAN,34.1865,-118.6017,2156
N  OGDEN                        DR,34.0854,-118.3595,702
900 E  74TH                         ST,33.973,-118.2586,1259
15200    BRAND                        BL,34.2719,-118.4592,1935
E  5TH                          ST,34.0449,-118.2458,156
400 E  AVENUE 28,34.0831,-118.2086,414
CONWAY,34.0366,-118.2325,159
1000 W  74TH                         ST,33.9728,-118.2918,1255
5400    TAMPA                        AV,34.1691,-118.5535,1061
600 S  ST LOUIS                     ST,34.0391,-118.2174,473
500    SWARTHMORE                   AV,34.038,-118.5283,823
2900    SAINT GEORGE                 ST,34.1097,-118.2739,1143
2500    GRIFFITH                     AV,34.0204,-118.2572,1323
9100    WAKEFIELD                    AV,34.2354,-118.4481,1966
3000    5TH                          AV,34.0261,-118.3224,335
4200    SANTA ROSALIA                DR,34.0128,-118.3447,363
8200    OAKDALE                      AV,34.218,-118.5667,2129
100 S  WESTGATE                     AV,34.0629,-118.4728,826
2200    LINDA FLORA                  DR,34.1126,-118.4647,805
21600    DEVONSHIRE                   ST,34.2607,-118.6025,1722
12300    VIEWCREST                    RD,34.1382,-118.3985,1591
100 W  67TH                         ST,33.979,-118.2762,1393
3200    PYRITES                      ST,34.082,-118.1932,417
AMIGO,34.2308,-118.5386,1785
1000 W  CRUCES                       ST,33.7915,-118.2751,514
100 W  MARTIN LUTHER KING JR        BL,34.0111,-118.274,1351
5700    ALDAMA                       ST,34.1157,-118.1942,1138
10400    WOODLEY                      AV,34.2594,-118.4848,1749
11800    MONOGRAM                     AV,34.2846,-118.492,1708
17700    MARTHA                       ST,34.1732,-118.5188,1045
13900    AZTEC                        ST,34.3039,-118.4358,1916
14600    NOVICE                       ST,34.2437,-118.4502,1963
1700 N  MARIPOSA                     AV,34.1018,-118.2995,1141
1700    ENSLEY                       AV,34.0617,-118.4216,829
400 N  CHICAGO                      ST,34.0502,-118.2093,455
1000 W  10TH                         ST,33.7353,-118.299,563
100 S  AVENUE 23,34.0757,-118.2177,412
400    LANDFAIR                     AV,34.0705,-118.4532,837
12100    RIVERSIDE                    DR,34.1613,-118.4008,1544
AVENUE 30,34.1179,-118.2451,1124
3600 E  6TH                          ST,34.0333,-118.1946,469
5600    VENICE                       BL,34.0437,-118.3605,773
4TH                          BL,33.9976,-118.4751,1413
AMABEL                       ST,34.0891,-118.2161,1178
10300    ARMINTA                      ST,34.214,-118.3553,1698
4400    DEANWOOD                     DR,34.1497,-118.5737,2197
300 S  AVENUE 59,34.1065,-118.1878,1139
21900    HARVARD                      BL,33.8291,-118.3065,506
2100 E  107TH                        ST,33.9389,-118.2336,1839
100 E  91ST                         ST,33.9538,-118.2739,1802
1900    NORWOOD                      ST,34.0365,-118.2767,308
4800    BECK                         AV,34.1577,-118.3834,1546
10200    NORRIS                       AV,34.2552,-118.4008,1654
1600 W  COURT                        ST,34.0668,-118.2627,237
300 S  WILTON                       PL,34.0653,-118.3183,2021
9700    SAMOA                        AV,34.2466,-118.2866,1668
11600    VENTURA                      BL,34.1451,-118.3875,1583
8100    CROSNOE                      AV,34.2177,-118.4258,1999
14700    STRATHERN                    ST,0.0,0.0,1995
1300    LAS FLORES                   DR,34.141,-118.1938,1109
MURCHISON                    ST,34.0579,-118.1968,448
6600    GAVIOTA                      AV,34.1903,-118.4815,1039
3600    MARCASEL                     AV,34.0013,-118.4232,1449
11500    RIVERSIDE                    DR,34.1577,-118.3823,1553
17300    PACIFIC COAST HY,34.0385,-118.5556,861
6300    RANCHITO                     AV,34.1849,-118.4356,937
